-3, nan, nan, -nan, nan, -nan, nan
2.214, -4.51729, -5.24475, -nan, nan, -nan, nan
2.22, -4.5419, -5.25251, -nan, nan, -nan, nan
2.226, -4.5665, -5.26026, -nan, nan, -nan, nan
2.232, -4.59111, -5.26802, -nan, nan, -nan, nan
2.238, -4.61572, -5.27578, -nan, nan, -nan, nan
2.244, -4.64033, -5.28354, -nan, nan, -nan, nan
2.25, -4.66493, -5.2913, -nan, nan, -nan, nan
2.256, -4.68954, -5.29906, -nan, nan, -nan, nan
2.262, -4.71415, -5.30682, -nan, nan, -nan, nan
2.268, -4.73876, -5.31458, -nan, nan, -nan, nan
2.274, -4.76336, -5.32234, -nan, nan, -nan, nan
2.28, -4.78797, -5.3301, -nan, nan, -nan, nan
2.286, -4.81258, -5.33785, -nan, nan, -nan, nan
2.292, -4.83719, -5.34561, -nan, nan, -nan, nan
2.298, -4.8618, -5.35337, -nan, nan, -nan, nan
2.304, -4.8864, -5.36113, -nan, nan, -nan, nan
2.31, -4.91101, -5.36889, -nan, nan, -nan, nan
2.316, -4.93562, -5.37665, -nan, nan, -nan, nan
2.322, -4.96023, -5.38441, -nan, nan, -nan, nan
2.328, -4.98483, -5.39217, -nan, nan, -nan, nan
2.334, -5.00944, -5.39993, -nan, nan, -nan, nan
2.34, -5.03405, -5.40769, -nan, nan, -nan, nan
2.346, -5.05866, -5.41544, -nan, nan, -nan, nan
2.352, -5.08326, -5.4232, -nan, nan, -nan, nan
2.358, -5.10787, -5.43096, -nan, nan, -nan, nan
2.364, -5.13248, -5.43872, -nan, nan, -nan, nan
2.37, -5.15709, -5.44648, -nan, nan, -nan, nan
2.376, -5.1817, -5.45424, -nan, nan, -nan, nan
2.382, -5.2063, -5.462, -nan, nan, -nan, nan
2.388, -5.23091, -5.46976, -nan, nan, -nan, nan
2.394, -5.25552, -5.47752, -nan, nan, -nan, nan
2.4, -5.28013, -5.48528, -nan, nan, -nan, nan
2.406, -5.30473, -5.49304, -nan, nan, -nan, nan
2.412, -5.32934, -5.50079, -nan, nan, -nan, nan
2.418, -5.35395, -5.50855, -nan, nan, -nan, nan
2.424, -5.37856, -5.51631, -nan, nan, -nan, nan
2.43, -5.40316, -5.52407, -nan, nan, -nan, nan
2.436, -5.42777, -5.53183, -nan, nan, -nan, nan
2.442, -5.45238, -5.53959, -nan, nan, -nan, nan
2.448, -5.47699, -5.54735, -nan, nan, -nan, nan
2.454, -5.5016, -5.55511, -nan, nan, -nan, nan
2.46, -5.5262, -5.56287, -nan, nan, -nan, nan
2.466, -5.55081, -5.57063, -nan, nan, -nan, nan
2.472, -5.57542, -5.57838, -nan, nan, -nan, nan
2.478, nan, nan, -nan, nan, -nan, nan
2.484, nan, nan, -nan, nan, -nan, nan
2.49, nan, nan, -nan, nan, -nan, nan
2.496, nan, nan, -nan, nan, -nan, nan
2.502, nan, nan, -nan, nan, -nan, nan
2.508, nan, nan, -nan, nan, -nan, nan
2.514, nan, nan, -nan, nan, -nan, nan
2.52, nan, nan, -nan, nan, -nan, nan
2.526, nan, nan, -nan, nan, -nan, nan
2.532, nan, nan, -nan, nan, -nan, nan
2.538, nan, nan, -nan, nan, -nan, nan
2.544, nan, nan, -nan, nan, -nan, nan
2.55, nan, nan, -nan, nan, -nan, nan
2.556, nan, nan, -nan, nan, -nan, nan
2.562, nan, nan, -nan, nan, -nan, nan
2.568, nan, nan, -nan, nan, -nan, nan
2.574, nan, nan, -nan, nan, -nan, nan
2.58, nan, nan, -nan, nan, -nan, nan
2.586, nan, nan, -nan, nan, -nan, nan
2.592, nan, nan, -nan, nan, -nan, nan
2.598, nan, nan, -nan, nan, -nan, nan
2.604, nan, nan, -nan, nan, -nan, nan
2.61, nan, nan, -nan, nan, -nan, nan
2.616, nan, nan, -nan, nan, -nan, nan
2.622, nan, nan, -nan, nan, -nan, nan
2.628, nan, nan, -nan, nan, -nan, nan
2.634, nan, nan, -nan, nan, -nan, nan
2.64, nan, nan, -nan, nan, -nan, nan
2.646, nan, nan, -nan, nan, -nan, nan
2.652, nan, nan, -nan, nan, -nan, nan
2.658, nan, nan, -nan, nan, -nan, nan
2.664, nan, nan, -nan, nan, -nan, nan
2.67, nan, nan, -nan, nan, -nan, nan
2.676, nan, nan, -nan, nan, -nan, nan
2.682, nan, nan, -nan, nan, -nan, nan
2.688, nan, nan, -nan, nan, -nan, nan
2.694, nan, nan, -nan, nan, -nan, nan
2.7, nan, nan, -nan, nan, -nan, nan
2.706, nan, nan, -nan, nan, -nan, nan
2.712, nan, nan, -nan, nan, -nan, nan
2.718, nan, nan, -nan, nan, -nan, nan
2.724, nan, nan, -nan, nan, -nan, nan
2.73, nan, nan, -nan, nan, -nan, nan
2.736, nan, nan, -nan, nan, -nan, nan
2.742, nan, nan, -nan, nan, -nan, nan
2.748, nan, nan, -nan, nan, -nan, nan
2.754, nan, nan, -nan, nan, -nan, nan
2.76, nan, nan, -nan, nan, -nan, nan
2.766, nan, nan, -nan, nan, -nan, nan
2.772, nan, nan, -nan, nan, -nan, nan
2.778, nan, nan, -nan, nan, -nan, nan
2.784, nan, nan, -nan, nan, -nan, nan
2.79, nan, nan, -nan, nan, -nan, nan
2.796, nan, nan, -nan, nan, -nan, nan
2.802, nan, nan, -nan, nan, -nan, nan
2.808, nan, nan, -nan, nan, -nan, nan
2.814, nan, nan, -nan, nan, -nan, nan
2.82, nan, nan, -nan, nan, -nan, nan
2.826, nan, nan, -nan, nan, -nan, nan
2.832, nan, nan, -nan, nan, -nan, nan
2.838, nan, nan, -nan, nan, -nan, nan
2.844, nan, nan, -nan, nan, -nan, nan
2.85, nan, nan, -nan, nan, -nan, nan
2.856, nan, nan, -nan, nan, -nan, nan
2.862, nan, nan, -nan, nan, -nan, nan
2.868, nan, nan, -nan, nan, -nan, nan
2.874, nan, nan, -nan, nan, -nan, nan
2.88, nan, nan, -nan, nan, -nan, nan
2.886, nan, nan, -nan, nan, -nan, nan
2.892, nan, nan, -nan, nan, -nan, nan
2.898, nan, nan, -nan, nan, -nan, nan
2.904, nan, nan, -nan, nan, -nan, nan
2.91, nan, nan, -nan, nan, -nan, nan
2.916, nan, nan, -nan, nan, -nan, nan
2.922, nan, nan, -nan, nan, -nan, nan
2.928, nan, nan, -nan, nan, -nan, nan
2.934, nan, nan, -nan, nan, -nan, nan
2.94, nan, nan, -nan, nan, -nan, nan
2.946, nan, nan, -nan, nan, -nan, nan
2.952, nan, nan, -nan, nan, -nan, nan
2.958, nan, nan, -nan, nan, -nan, nan
2.964, nan, nan, -nan, nan, -nan, nan
2.97, nan, nan, -nan, nan, -nan, nan
2.976, nan, nan, -nan, nan, -nan, nan
2.982, nan, nan, -nan, nan, -nan, nan
2.988, nan, nan, -nan, nan, -nan, nan
2.994, nan, nan, -nan, nan, -nan, nan
